review_id,title,year,user_review,user_suggestion;;;;;;;
11,Spooky's Jump Scare Mansion,2015.0,Early Access ReviewI thought this game would be fun and cute. Never have I been so wrong.There's a room with a computer with 'Cat-Dos' operating system making the experience 705949% more chilling than it originally was.Play this game - not a very romantic idea.,1;;;;;;;
"12,Spooky's Jump Scare Mansion,2015.0,""Early Access ReviewGreen ghosty goo thing chases me, not that scary, until I turn around and he's suddenly behind me.I die.I get scared by a tree stump and some pumpkins on the wall.I die.AND THEN SOME Ã¢â„¢Â¥Ã¢â„¢Â¥Ã¢â„¢Â¥Ã¢â„¢Â¥ING PUPPET GUY FROM MAJORA'S MASK COMES ALONG, AND STABS A FRICKING NEEDLE IN MY EYE.I DIE.THIS IS NOT ROMANTIC AT ALL."",1";;;; ;;;
"13,Spooky's Jump Scare Mansion,2015.0,""Early Access ReviewRooms 1-20 were cute and adorable, but DONT LET YOUR GUARD DOWN, once you start getting chased you will crap you panties. TAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEADTAKEN TO THE DEAD"",1";;;;;;;
"14,Spooky's Jump Scare Mansion,2015.0,""Early Access ReviewGreat game.  It always has you running paniced and confused, it makes the horror experience complete.  With jumpscares and a confusing but compelling story mystery you just can't pull away from this game."",1";;;;;;;
"15,Spooky's Jump Scare Mansion,2015.0,""The name says it all, but don't get fooled by the seemingly """"normal"""" title of the game. You'll know it when you play it.Any person who plays this game(including me) has the right to say that this free horror entertainment is """"2spooky4me"""". "",1";;;;;;;
16,Spooky's Jump Scare Mansion,2016.0,Never would have thought something so adorably cute would make me dirty my clothing in such short time.Great simple game where the fear builds up just awaiting for the next screamer on the corner. Plus it's free! Can't go wrong with that.,1;;;;;;;
"17,Spooky's Jump Scare Mansion,2015.0,""First, get hugged by cardboard cut outs, then get chased by freaky as hell ghouls, after you finnaly escape, you will always be on your toes. Watch out, and beware.......                      YES/10"",1";;;;;;;
18,Spooky's Jump Scare Mansion,2015.0,It's exactly what you think it is. Progress through 1000 rooms of horror in cute style with lots of references to popular creepypastas and games. Definitely worth checking out. And it's free! What else do you need for positive experience? :D,1;;;;;;;
"19,Spooky's Jump Scare Mansion,2015.0,""This game is awesome! It may seem cute and not scary but trust me its scary af! The first 50 rooms are just cute but from room 60 it will just get more and more scary! This is a really great horror game and also it is free! I really think you should give this game a shot if you like to be spooked, if you do not wish to get really >>>>>>> scared I suggest you do not play this game! The first specimen is cute but the rest are really scary and also they will try to kill you and hunt you! Like I said, awesome horror game! If you want a cute game this is not what you are looking for!"",1";;;;;;;
20,Spooky's Jump Scare Mansion,2015.0,Just played this game for about an hour and it has given me some pretty good scares... T_T Few silly jumps starting but as the game progresses it's harder to avoid the paranoia and tension XDIt's fun indeed :),1;;;;;;;
"21,Spooky's Jump Scare Mansion,2015.0,""This game may seem cute, adorble and innocent at first. With the cute scary pop's outs every now and again. I was glad to see a spooky scary skeleton.. But things got a little dark when there was notes laying around and a demon like ghost following you where ever you go until a certian point that is. Not to memtion that there are some dead-ends and tons of spooks. If you're into horror running away types. You might like this. Dispite it being looking like it was made for kids when it wasn't. I'd say 11/12 maybe?But all in all. I enjoy it. It's not alone in the dark or any other scary horror like that. It's as the title says: Spooky's House of Jump Scares. And oh boy, I'm pretty spooked. And I'm not joking. This game actually gave me goosebumps."",1";;;;;;;
"22,Spooky's Jump Scare Mansion,2016.0,""Those puppets, man! They freak me out! Can't get away from the evil puppets!!! Then again, I might just suck. Great freebie though. Don't let the childish appearance and graphics fool you. This is indeed a horror game. And not a bad one at that if I say so myself. Play it!"",1";;;;;;;
"23,Spooky's Jump Scare Mansion,2015.0,""Early Access ReviewThis Game is a bit simple but over all i like it, i've currently reached room 710 as its the farthest this game is currently developed to, as its still being built.its a survival horror game that involves roaming a house with many rooms, i think it merges cute, and scary very well as the cute aspects are not out of place nor are the scary aspects they fit supprisingly well and it's amazing how  under the right criteria the cute pop up scares can acctualy be a effective jump scare.i also quite enjoyed the easter eggs and nods to (alien), (alice in wonderland), (five nights at freddy's)  and who knows what other easter eggs will be added as the game progresses, all in all i give this game 7/10 stars."",1";;;;;;;
"24,Spooky's Jump Scare Mansion,2015.0,""One of the best horror games imo. It's free, it's cute and it's â™¥â™¥â™¥â™¥ing horrible. At the beggining it's just cute jump scare here, cute jump scare there, open doors and it you start thinking, well, this isn't so bad, I guess. But after your first real horror encounter you began to feel chased everywhere you go. And the cute jump scares are not cute anymore. You know something is after you, and begin questioning wether to continue on or not, but you know that you must. I highly recommend it. It's free, so what are you waiting for? It will be a very pleaseant experience, trust me on that."",1";" even if you got used to them before, you are quite likely to get a startle when one springs up in front of you while you're distracted fleeing some lurking abomination."",1";;;;;;
"25,Spooky's Jump Scare Mansion,2015.0,""Cute and Horror do not really mesh well in so many instances in gaming. This is one of those delightful exceptions, even if that's because the cuteness at first is then outshone by genuinly horrible things hunting you.  The 'Jumpscares' in the title comes from cheerful little carnival haunted house-style, wooden, pop up monsters that will appear starting early on.  The real horrors are more of the 'you can't fight it, just learn how it moves and strikes, and try to get away'.  This does not, however, in any way mean the funhouse pop up monsters stop showing up";;;;;;;
"26,Spooky's Jump Scare Mansion,2015.0,""great game for your kids!when your childerent play this game, they learn true important things! like how ghost shouldent be trustedand generator make things bright! but most importantly teaches them math from all those rooms!i highly sugest it for childeren 5-10"",1";" almost all the monsters can be avoided with little hassle, and it's entirely possible you'll miss several of them depending on how efficient you are at going through the rooms. However, the game leaves little room for error, as the enemies tend to deal high damage and some can even one-hit kill you if they manage to get in close enough. It all depends on how well you can manage to keep to your goal of sprinting and reaching the next door. In regards to atmosphere, it's a blend of humor/cuteness with horror, which can be verified by looking at a few screenshots. The humor consists mainly of cutesy characters and dialogue, which are peppered throughout the gameplay (but become increasingly rarer). The horror portion involves surprisingly disturbing imagery and sounds, most of them from the monsters that chase you, and I didn't find myself detracted from it by the occasional humor, so I believe the game was successful in its atmosphere. In my opinion, that is the highest point of this game - seeing what monsters, environments and dialogue will come next.All in all, if you're a fan of horror games, I'd say give this at least a try. It's different and has a charm to it that I believe adds to the overall experience and makes it quite unique."",1";;;;;;
"27,Spooky's Jump Scare Mansion,2015.0,""Early Access ReviewAn interesting and quirky experience for me. Almost the entire game involves going through one room to the next, of which there are 1000, some short and straighforward, some longer and more complex, but all being a few seconds long at most. Occasionally, you'll be chased by monsters which, despite coming in many variations, almost universally require you to simply go through rooms as fast as possible until they cease their pursuit. Very few moments require solving puzzles or obtaining keys to proceed, giving the player little reason to explore unless forced to. Because of these characteristics, the game feels like a very long chase sequence and, with 1000 rooms to be overcome before the game is over, it can get very repetitive despite being a very short game, clocking at around 3 hours for completion. Fortunately, there are save spots every 50 (later 100) rooms, which allows the player to take a break if necessary. Difficulty-wise, it's not hard";;;;;;;
"28,Spooky's Jump Scare Mansion,2015.0,""Starts off rather harmless and cute, and very quickly takes a turn for dark and disturbing. It's not without it's faults, the ending is sort of a let down, and it doesn't really escalate as well as it could.That said, by all means check this game out, especially as its free.and watch out for the skeletonsthey'll get you"",1";;;;;;;
"29,Spooky's Jump Scare Mansion,2015.0,""Good, but you need much more than the minimum to run above 20 FPS. I got to room 10 before I got tired of it glitching the loading system for the game it was so laggy and chopping up ALL of the sounds. Not for those without a pretty decent PC."",1";;;;;;;
"30,Spooky's Jump Scare Mansion,2016.0,""At first everything seems alright, just gotta make it through 1000 rooms with nothing but carboard cut outs right?WRONGWhen I first started, it was fine and dandy, screamed when a cute ghost popped out until I found a green puddle.I read a note, turned around, and then a green demon sent from the deepest pits of hell began chasing me and I stumble through the next fifty rooms in blind terror.The lesson we learned today isNEVER LEAVE THE HOUSE AGAIN"",1";;;;;;;
31,Spooky's Jump Scare Mansion,2016.0,- Was disappointed with lack of options- Got bored while running empty hallways- Music started making me a bit uneasy- first cardboard ghost made me jump a little- oh crap! why are the walls turning into blood?- oh crap! shes got a knife!10/10 would crap my pants again,1;;;;;;;
"32,Spooky's Jump Scare Mansion,2015.0,""This game is incredible. Despite the title, the initial appearance of the game isn't that of a horror title, even the first scares that you come across are cutely designed cardboard cutouts that pop out from walls as you walk by. As you progress, the game truly comes into its own, changing the scenery, music and overall atmosphere to continually put you in a state of unease. With a whole host of """"specimens"""" trying to scare/kill you, an adorable antogonist, outstanding sound and an ability to deliver an unnerving experience (not to mention the fact that this game is free) should put ths game way up on the lists of anyone looking for a decent horror game."",1";;;;;;;
"33,Spooky's Jump Scare Mansion,2016.0,""When I first started, I was like is this a joke? Later on itgot creepy and then when i see thae happy mask salesman from majora's mask, I was like nope.avi. Toatly worth the game, but what I don't understand why the dlc is not free"",1";" going through the 1,000 rooms is not as tedious of a task as it seems, as each room can be ran through easily within 6 seconds, slightly more for """"special"""" rooms.Gameplay is rather simple: Get to the end of Spooky's maze, and survive whatever lies in the bowels of her home. New monsters are introduced every 75 rooms or so, and after the initial chase sequence, can begin chasing you again at any time through your perilious adventure, always keeping things tense. Special rooms and notes can be found throughout the mansion, hinting at a bigger picture behind Spooky and her house...There are two endings, giving you a reason to play through the story at least twice. If obtaining a high score is your cup of tea, you can try your luck in Endless Mode, which challenges you to go as far as possible into the mansion, with monsters, many new, many old, making an appearance.The DLC, Karamari Hospitial, adds even more horror, with a shorter campaign, five new monsters to avoid, and tons of little secrets to hunt down.I highly recommend this game. Also, check out the HD remaster if you like this game! It adds even more stuff to Spooky's twisted home."",1";;;;;;
"34,Spooky's Jump Scare Mansion,2015.0,""Spooky's House of Jumpscares is a horror game, no sense beating around the bush. Although it pretends to be a mockery of games that rely on jumpscares for the first fifty or so rooms, things quickly take a turn for the sinister...The game is not long at all";;;;;;;
"35,Spooky's Jump Scare Mansion,2016.0,""This little gem is absolutely pants â™¥â™¥â™¥â™¥â™¥â™¥â™¥â™¥ly terrifying. How? I hear you cry. Surely because of the cutesy graphics it couldn't possibly be scary. Right? WRONG. DEAD WRONG. Ahem. The soft graphics are what the game uses to lull you into a false sense of security. After gaining your trust the game begins piling on the atmosphere like a dumptruck at a...dumptruck convention(?) After the first 50-100 rooms or so it becomes clear that the cutesy cardboard jumpscares aren't the only thing plagueing you as you journey through what quickly becomes a monstrous hellscape born out of your own nightmares. The game also nods and pays homage to most genres of horror and even references some popular horror games such as Five Nights at Freddy's and Resident Evil. The game isn't very long but if you're a coward like me then you'll only be able to play it in short, 200 room bursts.  If you're bored and looking for a sp00ky time then pick up Spooky's House of Jump Scares and prepare to spend a lot of money on new underwear because trust me, you'l need them."",1";;;;;;;
"36,Spooky's Jump Scare Mansion,2016.0,""I enjoy many types of games, but horror is my favorite genre, and as such I tend to be more critical of games that claim to be scary. If you had told me yesterday that a game could be scary, cute, clever and funny - and succeed on all 4 fronts - I may have guffawed at you. But I'm currently taking a breather in room 400/1000 and to date, I've had approximately 31 small heart attacks and twice as many chuckles. I'd certainly have paid $20 for this, since it's free you have no excuse not to try it."",1";;;;;;;
"37,Spooky's Jump Scare Mansion,2016.0,""Oh, a cute """"horror"""" game, perfect for a late night relaxing gaming...Oh #@&!... ok, it's just a cardboard. Ok, move on, move on, nothing to fear.Oh #@&! somethings following me, #@&! #@&! #@&! !!!! TINY CARBOARD NOOO!!!Never ever ever thought I will sh*t myself from a cadboard ghost. PROS:+You will learn to wash your own pants in no time+carboard ghosts+ for a free to play game it's a great game, simple but funCONS:-You have a long road ahead of you, if you can't wash your own pants yetIt's a must play if on sale... wait, it's free? Then it's a must play+ :)"",1";;;;;;;
"38,Spooky's Jump Scare Mansion,2016.0,""I have to say this is the scariest free game I've ever played. Jump scares are my weakness to be fair, but something seems just really creepy about this game, despite the cute and unrealistic canvas the gameplay is painted on. Sure, the graphics aren't great and the controls are a little off, but this game still has creeped me out to the point where I need a break every once in awhile. Maybe its the story being told or the atmosphere, either way, this game does a good job doing what a lot of PAID games fail to do. Actually SCARE the player. I thought the pop outs were cute and funny until I was running for my life and they decided to get me while I wasn't focused on them. Anyways, this game is extremely good for the low price of nothing so get it if you like horror genre or just want to try something different."",1";;;;;;;
"39,Spooky's Jump Scare Mansion,2015.0,""Well I had tons of fun with this game! Right up until the end... v_v The game had a fantastic ending gameplay and some cool enemies and such. But...My audio crapped out! It was so horrible it was nothing but static, which totally took away all of the spookyness.In the case of Spooky's, without the audio, was boring. Didn't help that the audio turned into static also. However I went and watched Markiplier and other various Youtubers play the game. It was great! ^_^ a perfect ending to a perfect game. 10/10 would play again. (if audio is fixed)"",1";;;;;;;
"40,Spooky's Jump Scare Mansion,2016.0,""Saw this on a famous youtube gaming channel and thought to give it a shot.Believe me it is scarier than it sounds and definitely scarier than what it first seems.Concept is simple- you walk through rooms, trying to reach the end, bu things get more tense as you go on.Still haven't beat it. Keep dying at the same spot :(Anyways, if you like indie horror games, you might wanna check it out."",1";;;;;;;
"41,Spooky's Jump Scare Mansion,2016.0,""I think the dev did some research on objects that can scare humans. You may not like the style of the graphics but this game is the creepiest horror game I have ever played. All of the sound effects can scare you (especially the cardboard). In different level, different monsters will chase you which makes the game more and more creepy. Therefore, ignore the style of graphics and download the game. I am sure you won't regret trying it although you may regret trying it because it is VERY SCARY GAME. For all horror lovers, download it now!Tips: If you are too scared, turn off speaker and play."",1";;;;;;;
42,Spooky's Jump Scare Mansion,2016.0,by the time i had gotten this game i had already seen multipul playthroughs of the game. I thought i knew what i was getting myself into.... I was wrongand now i have a very expensive carpet cleaning bill just to get all the excrement out of my floors. 10/10,1;;;;;;;
"43,Spooky's Jump Scare Mansion,2016.0,""This is a game that parodies various horror tropes, yet manages to be sacrier than most horror games on the market (I'm looking at you, Five Nights at Freddy's series). When you do that, you get all of my praise, and you even get a moveset made for your main antagonist: http://sandvich33.deviantart.com/art/SSB-moveset-Spooky-570789553 "",1";;;;;;;
"44,Spooky's Jump Scare Mansion,2016.0,""Has to be one of my favorite free to play games yet. I went in thinking I could handle this game, but unfortunately I was incorrect. This awesome game scared the crap out of me and at some points made me laugh too. I love it and I would recommend it to anyone who enjoys exploring creepy old mansions where no one returns when entering."",1";;;;;;;
"45,Spooky's Jump Scare Mansion,2016.0,""It's a very short game and definitely worth the time. Some of the bosses are really tedious and you're suddenly running and just trying to get to the next checkpoint before you die. The jump scares were really fun, because I played this with someone that jumped basically every time. If you're not the type to fall for those, then there will only be a really few/insanely creepy moments. Would play again, probably gonna get the DLC during the summer sale"",1";;;;;;;
"46,Spooky's Jump Scare Mansion,2016.0,"" A great game! As the title suggests, it's full of jumpscares, I can't describe how fun this game is to play with a friend who's just as afraid of horror as you are.  Pros: Free Addictive Fun to play alone in the dark or with friends in the dark. Cons: Kinda short "",1";;;;;;;
47,Spooky's Jump Scare Mansion,2015.0,Early Access Reviewthis game is great its starts out cute and funny and gives you the cute jumpscares of cardboard cut outs so you feel safe but then it gets creepy and im not spoiling it but just download it with out watching videos its great oh and its FREE!                                                              GET NOW!!!!!!!!!!,1;;;;;;;
"48,Spooky's Jump Scare Mansion,2015.0,""Early Access ReviewSpooky's House of Jump Scares is worth your time. Being free (as of this review), this is the only benchmark the game has to pass. If it's worth your money, and worth your time, you should play it. While I have very little experience in the horror genre, Spooky's House of Jump Scares is pretty transparent with its premise. There's plenty of cute and lighthearted moments, some jump scares, and a thin thread of plot which goes deeper than the surface level. There are 1000 rooms, so you'll spend most of your time wandering from room to room, taking less than a second to move through one of the many repeated corridors. And, while the enemies are spaced out well enough to keep you interested, they can sometimes be a bit underwhelming. However, there are a couple of genuinely scary moments, and the game has enough charm that you may want to stick around to see it all.If you're looking for simple jump scares this game has you covered, and if you're interested in some horror game mechanics in a boiled-down scenario, check it out."",1";;;;;;;
"49,Spooky's Jump Scare Mansion,2015.0,""Early Access Reviewto ensure my sanity, every time a card boardcut out pops up i run in t it and kiss it. but bout the game, i would ay that it is one of the scariest games i have ever seen. i would give it a 10/10. but if you have heart problems or u are easily scared i recomend that u deffinitly do NOT play this game"",1";;;;;;;
"50,Spooky's Jump Scare Mansion,2017.0,""This game is basically trying to tell us that jumpscares are really creepy, no matter if they are a creepy face like the one in the """"scary maze game"""", or a â™¥â™¥â™¥â™¥ing cute pumpkin. You just walk around from room to room and then, suddenly, a â™¥â™¥â™¥â™¥ing cardboard with a cute slime appears in your face and BOOM, you need new pants. Well, it becomes really scary when some creepy dead ladies want to eat you and start following you forever. My advice in this situation is to never look back, just run for your life, and try not to stop and scream at some little cute ghost cardboards. Have fun :)"",1";;;;;;;
"51,Spooky's Jump Scare Mansion,2016.0,""This is an okay-ish game, it\'s really boring in the beginning, it\'s pretty creepy. It\'s pretty fun!! Also I got to room 237 or something around that and that was really creepy with the classroom then the witch and all. That was my highlight of the game (probably because it's the farthest I've gotten)."",1";;;;;;;
52,Spooky's Jump Scare Mansion,2016.0,The most interesting scheme it has that it starts like a child's spook park but later it changes to adult to REALITY.I would recommend the game it has a decent scare style from calm to insanity.Boo!,1;;;;;;;
